FinalTestAcc,TrainLossCurve,TrainErrCurve,TestErrCurve
92.96,5.3261558366939425,0.4339999999999975,7.1299999999999955
92.98,5.54143107868731,0.4099999999999966,7.019999999999996
92.98,4.756595440208912,0.36599999999999966,7.030000000000001
93.19,4.752535063773394,0.3299999999999983,6.810000000000002
93.19,4.560640698298812,0.3340000000000032,7.049999999999997
93.19,4.59059269586578,0.33199999999999363,6.8700000000000045
93.19,4.279817515984178,0.3100000000000023,6.969999999999999
93.19,4.058472532778978,0.2780000000000058,7.1200000000000045
93.19,4.395679032430053,0.34600000000000364,7.200000000000003
93.19,4.421734832692891,0.32399999999999807,6.930000000000007
93.19,3.8561844744253904,0.24200000000000443,7.1200000000000045
93.19,3.8368239952251315,0.28000000000000114,7.150000000000006
93.19,3.73315966539667,0.30400000000000205,6.920000000000002
93.19,3.9757982650771737,0.32200000000000273,6.989999999999995
